tick,lane,generating,fed,fedSrc,encArgmax,refArgmax,top1,encPick,refPick,pickAgree,refTop1Margin,relErrRms,serveSec
0,34,False,8836,prompt,665,665,True,665,665,True,0.4661,0.000291,316.0
0,35,False,510,prompt,806,806,True,806,806,True,0.992,0.001033,316.0
0,36,False,3404,prompt,253,253,True,253,253,True,1.2921,0.000852,316.0
0,37,False,510,prompt,806,806,True,806,806,True,0.992,0.000282,316.0
0,38,False,688,prompt,253,253,True,253,253,True,1.277,0.000255,316.0
0,39,False,510,prompt,806,806,True,806,806,True,0.992,0.000316,316.0
0,40,False,34,prompt,15,15,True,15,15,True,1.1036,0.000504,316.0
0,41,False,19895,prompt,90,90,True,90,90,True,1.5783,0.001009,316.0
0,42,False,688,prompt,253,253,True,253,253,True,1.277,0.000183,316.0
0,43,False,37,prompt,15,15,True,15,15,True,1.5464,0.003542,316.0
0,44,False,26042,prompt,310,310,True,310,310,True,0.2337,0.00173,316.0
0,45,False,35,prompt,2345,2345,True,2345,2345,True,0.1366,0.002763,316.0
0,46,False,510,prompt,806,806,True,806,806,True,0.992,0.00033,316.0
0,47,False,510,prompt,806,806,True,806,806,True,0.992,0.000447,316.0
0,48,False,3351,prompt,26639,26639,True,26639,26639,True,0.3857,0.000839,316.0
0,49,False,10859,prompt,311,311,True,311,311,True,0.5862,0.000535,316.0
0,50,False,21958,prompt,273,273,True,273,273,True,0.5087,0.000255,316.0
0,51,False,32915,prompt,264,264,True,264,264,True,0.4701,0.000358,316.0
0,52,False,510,prompt,806,806,True,806,806,True,0.992,0.000725,316.0
0,53,False,34,prompt,15,15,True,15,15,True,1.1036,0.000545,316.0
0,54,False,10342,prompt,273,273,True,273,273,True,0.9507,0.000951,316.0
0,55,False,510,prompt,806,806,True,806,806,True,0.992,0.000525,316.0
0,56,False,32655,prompt,254,254,True,254,254,True,2.2788,0.003342,316.0
0,57,False,18431,prompt,273,273,True,273,273,True,0.4724,0.001649,316.0
0,58,False,45,prompt,15,15,True,15,15,True,0.6023,0.003078,316.0
0,59,False,510,prompt,806,806,True,806,806,True,0.992,0.000371,316.0
0,60,False,8267,prompt,673,673,True,673,673,True,0.2343,0.000695,316.0
0,61,False,41331,prompt,1037,1037,True,1037,1037,True,1.0909,0.000705,316.0
0,62,False,4041,prompt,273,273,True,273,273,True,1.2884,0.000281,316.0
0,63,False,46570,prompt,273,273,True,273,273,True,0.8694,0.002201,316.0
1,0,False,1027,prompt,3510,3510,True,3510,3510,True,0.7857,0.004679,188.0
1,1,False,1644,prompt,27,27,True,27,27,True,0.741,0.001549,188.0
1,2,False,24771,prompt,4155,4155,True,4155,4155,True,4.6173,0.001424,188.0
1,3,False,6253,prompt,273,273,True,273,273,True,0.2499,0.001504,188.0
1,4,False,1088,prompt,13,13,True,13,13,True,0.0489,0.001153,188.0
1,5,False,8357,prompt,1981,1981,True,1981,1981,True,1.0906,0.000648,188.0
1,6,False,4131,prompt,13,13,True,13,13,True,0.1053,0.000279,188.0
1,7,False,515,prompt,1373,1373,True,1373,1373,True,0.0827,0.002017,188.0
1,8,False,2885,prompt,6057,6057,True,6057,6057,True,0.2571,0.001454,188.0
1,9,False,41762,prompt,1780,1780,True,1780,1780,True,0.4498,0.000756,188.0
1,10,False,310,prompt,642,642,True,642,642,True,0.0127,0.00074,188.0
1,11,False,868,prompt,13,13,True,13,13,True,0.0157,0.001095,188.0
1,12,False,14795,prompt,17890,17890,True,17890,17890,True,0.4628,0.000681,188.0
1,13,False,48158,prompt,327,327,True,327,327,True,0.7099,0.001121,188.0
1,14,False,1062,prompt,71,71,True,71,71,True,0.9411,0.002945,188.0
1,15,False,4007,prompt,273,273,True,273,273,True,0.6365,0.001595,188.0
1,16,False,15,prompt,681,681,True,681,681,True,2.8238,0.002476,188.0
1,17,False,285,prompt,4385,4385,True,4385,4385,True,1.0825,0.000915,188.0
1,18,False,444,prompt,1342,1342,True,1342,1342,True,0.3132,0.001766,188.0
1,19,False,19037,prompt,310,310,True,310,310,True,1.5775,0.000667,188.0
1,20,False,9313,prompt,14,14,True,14,14,True,0.8105,0.001087,188.0
1,21,False,3448,prompt,556,556,True,556,556,True,0.9211,0.001124,188.0
1,22,False,9129,prompt,2069,2069,True,2069,2069,True,0.5722,0.001453,188.0
1,23,False,13,prompt,933,933,True,933,933,True,1.1316,0.000398,188.0
1,24,False,3517,prompt,347,347,True,347,347,True,2.261,0.000155,188.0
1,25,False,1730,prompt,300,300,True,300,300,True,1.2585,0.000973,188.0
1,26,False,7952,prompt,1818,1818,True,1818,1818,True,3.1888,0.001053,188.0
1,27,False,13,prompt,3168,3168,True,3168,3168,True,0.0617,0.000307,188.0
1,28,False,2360,prompt,273,273,True,273,273,True,0.1361,0.000708,188.0
1,29,False,556,prompt,644,644,True,644,644,True,0.5183,0.000422,188.0
1,30,False,2022,prompt,1921,1921,True,1921,1921,True,0.8298,0.002079,188.0
1,31,False,10550,prompt,7121,7121,True,7121,7121,True,0.3351,0.001817,188.0
1,32,False,310,prompt,20585,20585,True,20585,20585,True,3.0512,0.006332,188.0
1,33,False,18417,prompt,13,13,True,13,13,True,2.2287,0.001076,188.0
1,34,False,452,prompt,644,644,True,644,644,True,0.6008,0.000505,188.0
1,35,False,11553,prompt,29490,29490,True,29490,29490,True,0.6822,0.000353,188.0
1,36,False,20632,prompt,13,13,True,13,13,True,0.57,0.000143,188.0
1,37,False,27343,prompt,13,13,True,13,13,True,0.3348,0.000437,188.0
1,38,False,247,prompt,1643,1643,True,1643,1643,True,0.0923,0.000682,188.0
1,39,False,11553,prompt,29490,29490,True,29490,29490,True,0.6822,0.000519,188.0
1,40,False,1180,prompt,273,273,True,273,273,True,5.7065,0.00053,188.0
1,41,False,14892,prompt,285,285,True,285,285,True,0.3833,0.000928,188.0
1,42,False,4223,prompt,13,13,True,13,13,True,1.5987,0.00025,188.0
1,43,False,14175,prompt,403,403,True,403,403,True,0.0169,0.000896,188.0
1,44,False,275,prompt,253,253,True,253,253,True,1.8576,0.00023,188.0
1,45,False,2487,prompt,273,273,True,273,273,True,0.8583,0.000398,188.0
1,46,False,954,prompt,1774,1774,True,1774,1774,True,1.0184,0.000566,188.0
1,47,False,5101,prompt,310,310,True,310,310,True,0.9647,0.001269,188.0
1,48,False,356,prompt,2767,2767,True,2767,2767,True,1.1877,0.000716,188.0
1,49,False,20224,prompt,571,571,True,571,571,True,4.199,0.002195,188.0
1,50,False,41635,prompt,273,273,True,273,273,True,0.8204,0.000823,188.0
1,51,False,17363,prompt,1120,1120,True,1120,1120,True,5.8755,0.00254,188.0
1,52,False,1711,prompt,637,637,True,637,637,True,1.6608,0.000946,188.0
1,53,False,8281,prompt,273,273,True,273,273,True,0.2544,0.000752,188.0
1,54,False,11260,prompt,403,403,True,403,403,True,0.3078,0.001054,188.0
1,55,False,20088,prompt,14,14,True,14,14,True,0.3548,0.00157,188.0
1,56,False,254,prompt,781,781,True,781,781,True,5.1631,0.003378,188.0
1,57,False,2739,prompt,14,14,True,14,14,True,0.6928,0.00169,188.0
1,58,False,1662,prompt,383,383,True,383,383,True,1.2854,0.000444,188.0
1,59,False,29528,prompt,310,310,True,310,310,True,0.3432,0.001138,188.0
1,60,False,25986,prompt,13,13,True,13,13,True,1.6976,0.000391,188.0
1,61,False,20035,prompt,310,310,True,310,310,True,1.1992,0.001469,188.0
1,62,False,273,prompt,253,253,True,253,253,True,2.1373,0.000297,188.0
1,63,False,15001,prompt,310,310,True,310,310,True,1.2861,0.00114,188.0
2,0,False,6128,prompt,273,273,True,273,273,True,0.1547,0.000846,188.0
2,1,False,323,prompt,253,253,True,253,253,True,0.6702,0.000266,188.0
2,2,False,4155,prompt,310,310,True,310,310,True,0.2645,0.001064,188.0
2,3,True,12927,prompt,1666,1666,True,1666,1666,True,0.0645,0.000735,188.0
2,4,False,22844,prompt,13,13,True,13,13,True,0.0776,0.001085,188.0
2,5,False,476,prompt,320,320,True,320,320,True,1.6404,0.000686,188.0
2,6,False,1078,prompt,12561,12561,True,12561,12561,True,0.6818,0.000411,188.0
2,7,True,310,prompt,247,247,True,247,247,True,0.3086,0.00077,188.0
2,8,False,476,prompt,2028,2028,True,2028,2028,True,0.6003,0.001421,188.0
2,9,False,18571,prompt,2728,2728,True,2728,2728,True,3.1588,0.001489,188.0
2,10,False,5675,prompt,1941,1941,True,1941,1941,True,0.8737,0.000338,188.0
2,11,True,403,prompt,247,247,True,247,247,True,0.4164,0.0019,188.0
2,12,False,28700,prompt,310,310,True,310,310,True,0.5926,0.000774,188.0
2,13,False,984,prompt,352,352,True,352,352,True,1.2618,0.000485,188.0
2,14,False,11359,prompt,253,253,True,253,253,True,0.8232,0.00225,188.0
2,15,False,273,prompt,253,253,True,253,253,True,2.9744,0.000289,188.0
2,16,False,380,prompt,806,806,True,806,806,True,0.8297,0.000657,188.0
2,17,False,1756,prompt,15,15,True,15,15,True,0.0512,0.000787,188.0
2,18,False,1342,prompt,26919,26919,True,26919,26919,True,3.4858,0.00134,188.0
2,19,True,556,prompt,1740,1740,True,1740,1740,True,0.1003,0.000774,188.0
2,20,False,38250,prompt,310,310,True,310,310,True,0.5244,0.000455,188.0
2,21,False,556,prompt,697,697,True,697,697,True,1.3872,0.000506,188.0
2,22,False,2069,prompt,13,13,True,13,13,True,1.2615,0.000565,188.0
2,23,False,374,prompt,13,13,True,13,13,True,2.1825,0.002774,188.0
2,24,False,347,prompt,309,309,True,309,309,True,0.0915,0.00171,188.0
2,25,False,3683,prompt,273,273,True,273,273,True,0.368,0.002099,188.0
2,26,False,1818,prompt,310,310,True,310,310,True,2.1332,0.000935,188.0
2,27,False,13735,prompt,13,13,True,285,285,True,2.1185,0.000273,188.0
2,28,False,6194,prompt,369,369,True,369,369,True,0.6893,0.000402,188.0
2,29,False,644,prompt,908,908,True,908,908,True,0.6264,0.000561,188.0
2,30,False,3064,prompt,875,875,True,875,875,True,1.4376,0.000823,188.0
2,31,False,310,prompt,253,253,True,253,253,True,0.0733,0.000861,188.0
2,32,False,20585,prompt,1677,1677,True,1677,1677,True,5.342,0.003704,188.0
2,33,False,1780,prompt,8243,8243,True,8243,8243,True,0.0251,0.000324,188.0
2,34,False,908,prompt,253,253,True,253,253,True,0.9885,0.001449,188.0
2,35,False,17323,prompt,310,310,True,310,310,True,1.2974,0.002087,188.0
2,36,False,253,prompt,1735,1735,True,1735,1735,True,3.3472,0.001611,188.0
2,37,False,6804,prompt,253,253,True,253,253,True,0.9969,0.000341,188.0
2,38,False,5875,prompt,1436,1436,True,1436,1436,True,0.7521,0.000974,188.0
2,39,True,17323,prompt,310,310,True,310,310,True,1.2974,0.000621,188.0
2,40,False,273,prompt,2616,2616,True,2616,2616,True,0.6459,0.000998,188.0
2,41,False,3646,prompt,285,285,True,285,285,True,0.0377,0.000596,188.0
2,42,False,4059,prompt,13,13,True,13,13,True,2.7364,0.000546,188.0
2,43,True,403,prompt,417,417,True,417,417,True,0.3405,0.001694,188.0
2,44,False,253,prompt,8825,8825,True,8825,8825,True,0.1097,0.000318,188.0
2,45,False,403,prompt,1160,1160,True,1160,1160,True,0.2012,0.002468,188.0
2,46,False,1774,prompt,2181,2181,True,2181,2181,True,1.4722,0.000502,188.0
2,47,True,310,prompt,253,253,True,253,253,True,0.1123,0.000696,188.0
2,48,False,1771,prompt,310,310,True,310,310,True,0.37,0.000619,188.0
2,49,False,571,prompt,310,310,True,310,310,True,1.047,0.000294,188.0
2,50,False,403,prompt,4272,4272,True,4272,4272,True,0.1438,0.002189,188.0
2,51,False,1120,prompt,13,13,True,13,13,True,0.0532,0.001618,188.0
2,52,False,6335,prompt,369,369,True,369,369,True,0.1869,0.001192,188.0
2,53,False,1900,prompt,14221,14221,True,14221,14221,True,0.3403,0.000714,188.0
2,54,False,1973,prompt,46590,46590,True,46590,46590,True,1.0695,0.000374,188.0
2,55,True,8281,prompt,275,275,True,275,275,True,2.0272,0.000666,188.0
2,56,False,781,prompt,13,13,True,13,13,True,0.0612,0.000934,188.0
2,57,False,4957,prompt,403,403,True,403,403,True,0.6192,0.001434,188.0
2,58,False,600,prompt,984,984,True,984,984,True,0.367,0.001149,188.0
2,59,False,4950,prompt,247,247,True,247,247,True,0.058,0.001175,188.0
2,60,False,253,prompt,1533,1533,True,1533,1533,True,0.1295,0.00131,188.0
2,61,False,84,prompt,4541,4541,True,4541,4541,True,0.0702,0.000516,188.0
2,62,False,253,prompt,954,954,True,954,954,True,1.5394,0.001091,188.0
2,63,False,310,prompt,253,253,True,253,253,True,0.6261,0.002448,188.0
3,0,False,273,prompt,253,253,True,253,253,True,2.4607,0.002211,188.0
3,1,False,20727,prompt,187,187,True,187,187,True,0.7003,0.001216,188.0
3,2,False,310,prompt,247,247,True,247,247,True,0.5664,0.000568,188.0
3,3,True,1666,fhe,968,968,True,968,968,True,5.9148,0.002374,188.0
3,4,False,984,prompt,352,352,True,352,352,True,0.2434,0.00132,188.0
3,5,False,3343,prompt,323,323,True,323,323,True,0.9276,0.000376,188.0
3,6,False,2143,prompt,13,13,True,13,13,True,0.4244,0.000464,188.0
3,7,True,247,fhe,1175,1175,True,1175,1175,True,0.7871,0.002071,188.0
3,8,False,897,prompt,253,253,True,253,253,True,0.7945,0.000588,188.0
3,9,False,2728,prompt,313,313,True,313,313,True,1.0953,0.000643,188.0
3,10,False,4468,prompt,326,326,True,326,326,True,0.3885,0.000506,188.0
3,11,True,247,fhe,1175,1175,True,1175,1175,True,1.1444,0.002434,188.0
3,12,False,778,prompt,320,320,True,320,320,True,0.727,0.001818,188.0
3,13,False,352,prompt,310,310,True,310,310,True,1.4811,0.00156,188.0
3,14,False,441,prompt,5890,5890,True,5890,5890,True,2.5945,0.000671,188.0
3,15,False,253,prompt,1986,1986,True,1986,1986,True,1.5341,0.000333,188.0
3,16,False,2144,prompt,310,310,True,310,310,True,1.1314,0.000978,188.0
3,17,False,634,prompt,3640,3640,True,3640,3640,True,0.754,0.002898,188.0
3,18,False,26919,prompt,318,318,True,318,318,True,5.0798,0.002154,188.0
3,19,True,1740,fhe,7123,7123,True,7123,7123,True,1.4009,0.001324,188.0
3,20,False,310,prompt,247,247,True,247,247,True,1.581,0.000427,188.0
3,21,False,3000,prompt,326,326,True,326,326,True,1.5061,0.001694,188.0
3,22,False,13,prompt,253,253,True,253,253,True,1.546,0.000697,188.0
3,23,False,13,prompt,495,495,True,495,495,True,1.7989,0.000823,188.0
3,24,False,46087,prompt,80,80,True,80,80,True,4.5732,0.003143,188.0
3,25,False,13597,prompt,896,896,True,896,896,True,0.3865,0.000926,188.0
3,26,False,11852,prompt,253,253,True,253,253,True,0.2268,0.000785,188.0
3,27,True,13,prompt,8862,8862,True,8862,8862,True,1.3912,0.002842,188.0
3,28,False,1669,prompt,253,253,True,253,253,True,1.3231,0.001303,188.0
3,29,False,9865,prompt,281,281,True,281,281,True,0.4527,0.000346,188.0
3,30,False,875,prompt,253,253,True,253,253,True,0.9793,0.001206,188.0
3,31,False,253,prompt,6253,6253,True,6253,6253,True,0.3538,0.00045,188.0
3,32,False,1677,prompt,326,326,True,326,326,True,0.1858,0.00096,188.0
3,33,False,2369,prompt,388,388,True,388,388,True,0.2354,0.000673,188.0
3,34,False,36941,prompt,323,323,True,323,323,True,0.5374,0.001993,188.0
3,35,False,310,prompt,253,253,True,253,253,True,0.4471,0.001451,188.0
3,36,False,22754,prompt,369,369,True,369,369,True,1.5325,0.002301,188.0
3,37,False,617,prompt,1211,1211,True,1211,1211,True,0.1528,0.000661,188.0
3,38,False,10329,prompt,13,13,True,13,13,True,2.2382,0.001426,188.0
3,39,True,310,fhe,253,253,True,253,253,True,0.4471,0.000796,188.0
3,40,False,269,prompt,2979,2979,True,2979,2979,True,0.5943,0.000769,188.0
3,41,False,24772,prompt,253,253,True,253,253,True,1.1679,0.001424,188.0
3,42,False,13,prompt,253,253,True,253,253,True,1.5066,0.000166,188.0
3,43,True,417,fhe,253,253,True,253,253,True,1.0939,0.001112,188.0
3,44,False,17836,prompt,310,310,True,310,310,True,0.6072,0.002101,188.0
3,45,False,21259,prompt,685,685,True,685,685,True,1.9283,0.002654,188.0
3,46,False,2181,prompt,310,310,True,310,310,True,0.5369,0.000519,188.0
3,47,True,253,fhe,2603,2603,True,2603,2603,True,0.3566,0.001741,188.0
3,48,False,310,prompt,247,247,True,247,247,True,0.0929,0.000421,188.0
3,49,False,310,prompt,247,247,True,247,247,True,1.4827,0.000789,188.0
3,50,False,253,prompt,954,954,True,954,954,True,0.7999,0.000698,188.0
3,51,False,310,prompt,253,253,True,253,253,True,0.8406,0.000458,188.0
3,52,False,574,prompt,644,644,True,644,644,True,0.4362,0.000383,188.0
3,53,False,3936,prompt,247,247,True,247,247,True,0.0752,0.001381,188.0
3,54,False,616,prompt,46590,46590,True,46590,46590,True,2.6694,0.000783,188.0
3,55,True,275,fhe,253,253,True,253,253,True,2.2127,0.000309,188.0
3,56,False,12572,prompt,14407,14407,True,14407,14407,True,6.321,0.001902,188.0
3,57,False,403,prompt,1029,1029,True,1029,1029,True,0.2944,0.000544,188.0
3,58,False,13438,prompt,13,13,True,13,13,True,1.8454,0.00332,188.0
3,59,False,13392,prompt,6114,6114,True,6114,6114,True,0.7551,0.004379,188.0
3,60,False,3471,prompt,3248,3248,True,3248,3248,True,4.4812,0.00128,188.0
3,61,False,672,prompt,352,352,True,352,352,True,0.5542,0.001237,188.0
3,62,False,22325,prompt,4088,4088,True,4088,4088,True,0.6749,0.001138,188.0
3,63,False,253,prompt,1232,1232,True,1232,1232,True,2.0524,0.001869,188.0
4,0,False,253,prompt,767,767,True,767,767,True,0.2447,0.001017,188.0
4,1,False,27,prompt,187,187,True,187,187,True,3.2728,0.001437,188.0
4,2,False,816,prompt,581,581,True,581,581,True,1.257,0.000334,188.0
4,3,True,968,fhe,403,403,True,403,403,True,0.5836,0.003366,188.0
4,4,False,273,prompt,253,253,True,253,253,True,1.2117,0.003581,188.0
4,5,False,323,prompt,247,247,True,247,247,True,0.8979,0.001476,188.0
4,6,False,13,prompt,309,309,True,309,309,True,0.5802,0.000482,188.0
4,7,True,1175,fhe,4327,4327,True,4327,4327,True,0.1408,0.000852,188.0
4,8,False,247,prompt,1429,1429,True,1429,1429,True,0.5398,0.00074,188.0
4,9,False,313,prompt,41420,41420,True,41420,41420,True,5.4494,0.000303,188.0
4,10,False,670,prompt,253,253,True,253,253,True,3.0482,0.00607,188.0
4,11,True,1175,fhe,2603,2603,True,2603,2603,True,2.2718,0.000771,188.0
4,12,False,4143,prompt,247,247,True,247,247,True,0.5226,0.001678,188.0
4,13,False,310,prompt,12006,12006,True,12006,12006,True,0.4655,0.000742,188.0
4,14,False,5890,prompt,13,13,True,13,13,True,0.0225,0.000501,188.0
4,15,False,1986,prompt,2077,2077,True,2077,2077,True,2.3382,0.000213,188.0
4,16,False,3126,prompt,310,310,True,310,310,True,0.4475,0.000928,188.0
4,17,False,3484,prompt,457,457,True,457,457,True,0.5585,0.001406,188.0
4,18,False,318,prompt,1294,1294,True,1294,1294,True,3.1282,0.000441,188.0
4,19,True,7123,fhe,13,13,True,13,13,True,0.3746,0.001362,188.0
4,20,False,4270,prompt,327,327,True,327,327,True,0.0828,0.000703,188.0
4,21,False,326,prompt,403,403,True,403,403,True,0.3599,0.001857,188.0
4,22,False,31754,prompt,497,497,True,497,497,True,0.3202,0.001312,188.0
4,23,False,495,prompt,13,13,True,13,13,True,2.4084,0.001728,188.0
4,24,False,80,prompt,574,574,True,574,574,True,0.0661,0.001403,188.0
4,25,False,432,prompt,253,253,True,253,253,True,2.4148,0.000667,188.0
4,26,False,4130,prompt,13,13,True,13,13,True,2.5235,0.001759,188.0
4,27,True,8862,fhe,13,13,True,285,285,True,2.187,0.00168,188.0
4,28,False,253,prompt,4660,4660,True,4660,4660,True,3.2067,0.001762,188.0
4,29,False,323,prompt,14020,14020,True,14020,14020,True,0.9343,0.005834,188.0
4,30,False,8588,prompt,285,285,True,285,285,True,1.2751,0.004431,188.0
4,31,False,6253,prompt,8281,8281,True,8281,8281,True,0.3232,0.001227,188.0
4,32,False,326,prompt,417,417,True,417,417,True,1.8687,0.002134,188.0
4,33,False,7009,prompt,91,91,True,91,91,True,3.028,0.003849,188.0
4,34,False,323,prompt,6763,6763,True,6763,6763,True,1.2629,0.000476,188.0
4,35,False,253,prompt,6253,6253,True,6253,6253,True,1.1596,0.003323,188.0
4,36,False,310,prompt,2590,2590,True,2590,2590,True,0.39,0.001068,188.0
4,37,False,9830,prompt,13,13,True,13,13,True,0.3619,0.001359,188.0
4,38,False,13,prompt,253,253,True,253,253,True,1.3892,0.001371,188.0
4,39,True,253,fhe,6253,6253,True,6253,6253,True,1.1596,0.001103,188.0
4,40,False,22711,prompt,3841,3841,True,3841,3841,True,0.6875,0.002488,188.0
4,41,False,11117,prompt,1345,1345,True,1345,1345,True,0.4359,0.000849,188.0
4,42,False,1982,prompt,3918,3918,True,3918,3918,True,0.8858,0.000774,188.0
4,43,True,253,fhe,760,760,True,760,760,True,3.3041,0.001004,188.0
4,44,False,310,prompt,1077,1077,True,1077,1077,True,0.523,0.000598,188.0
4,45,False,685,prompt,253,253,True,253,253,True,0.4317,0.001735,188.0
4,46,False,281,prompt,4456,4456,True,4456,4456,True,0.525,0.002,188.0
4,47,True,2603,fhe,273,273,True,273,273,True,3.1528,0.000349,188.0
4,48,False,3448,prompt,13,13,True,13,13,True,0.2654,0.000353,188.0
4,49,False,247,prompt,6722,6722,True,6722,6722,True,0.5883,0.001868,188.0
4,50,False,6253,prompt,273,273,True,273,273,True,0.1541,0.000631,188.0
4,51,False,253,prompt,4585,4585,True,4585,4585,True,1.5648,0.001133,188.0
4,52,False,247,prompt,6335,6335,True,1781,1781,True,0.8929,0.001729,188.0
4,53,False,253,prompt,830,830,True,830,830,True,0.3182,0.000964,188.0
4,54,False,46590,prompt,275,275,True,275,275,True,0.0124,0.001331,188.0
4,55,True,253,fhe,1533,1533,True,1533,1533,True,2.2695,0.000463,188.0
4,56,False,14407,prompt,13,13,True,13,13,True,0.4185,0.000638,188.0
4,57,False,1869,prompt,281,281,True,281,281,True,3.8656,0.000667,188.0
4,58,False,342,prompt,247,247,True,247,247,True,0.452,0.003687,188.0
4,59,False,11123,prompt,13,13,True,13,13,True,1.0092,0.000369,188.0
4,60,False,3248,prompt,1091,1091,True,1091,1091,True,0.3492,0.000467,188.0
4,61,False,352,prompt,310,310,True,310,310,True,0.1609,0.000568,188.0
4,62,False,4088,prompt,281,281,True,281,281,True,2.4123,0.000246,188.0
4,63,False,1232,prompt,407,407,True,407,407,True,0.4797,0.001004,188.0
5,0,False,767,prompt,2390,2390,True,2390,2390,True,0.6332,0.006285,188.0
5,1,False,337,prompt,15,15,True,15,15,True,1.8794,0.000389,188.0
5,2,False,581,prompt,273,273,True,273,273,True,2.1431,0.001162,188.0
5,3,True,403,fhe,253,253,True,253,253,True,1.2547,0.001884,188.0
5,4,False,247,prompt,6054,6054,True,6054,6054,True,1.6875,0.001462,188.0
5,5,False,1107,prompt,281,281,True,281,281,True,0.5027,0.001037,188.0
5,6,False,253,prompt,3484,3484,True,3484,3484,True,0.1309,0.0003,188.0
5,7,True,4327,fhe,323,323,True,323,323,True,1.4837,0.000249,188.0
5,8,False,1652,prompt,2372,2372,True,2372,2372,True,0.4232,0.001102,188.0
5,9,False,41420,prompt,10,10,True,10,10,True,0.8839,0.005767,188.0
5,10,False,253,prompt,2442,2442,True,2442,2442,True,0.1164,0.005109,188.0
5,11,True,2603,fhe,273,273,True,273,273,True,2.6205,0.000924,188.0
5,12,False,8307,prompt,273,273,True,273,273,True,2.4162,0.000864,188.0
5,13,False,21259,prompt,685,685,True,685,685,True,2.8926,0.001432,188.0
5,14,False,275,prompt,8986,8986,True,8986,8986,True,0.2375,0.000451,188.0
5,15,False,2077,prompt,310,310,True,310,310,True,0.4156,0.000537,188.0
5,16,False,310,prompt,247,247,True,247,247,True,0.0525,0.003156,188.0
5,17,False,8,prompt,4361,4361,True,4361,4361,True,0.0898,0.000774,188.0
5,18,False,1294,prompt,29174,29174,True,29174,29174,True,8.3451,0.001402,188.0
5,19,True,13,fhe,285,285,True,285,285,True,1.1423,0.000364,188.0
5,20,False,275,prompt,253,253,True,253,253,True,0.0474,0.001349,188.0
5,21,False,403,prompt,908,908,True,908,908,True,0.9735,0.00121,188.0
5,22,False,1119,prompt,326,326,True,326,326,True,0.1693,0.000828,188.0
5,23,True,13,prompt,577,577,True,577,577,True,1.5704,0.000762,188.0
5,24,False,574,prompt,1160,1160,True,1160,1160,True,0.1508,0.002123,188.0
5,25,False,1078,prompt,253,253,True,253,253,True,2.8501,0.000488,188.0
5,26,False,327,prompt,253,253,True,253,253,True,0.7806,0.001499,188.0
5,27,True,285,fhe,4759,4759,True,4759,4759,True,1.1296,0.00149,188.0
5,28,False,2846,prompt,387,387,True,387,387,True,0.3271,0.000853,188.0
5,29,False,954,prompt,273,273,True,273,273,True,1.2147,0.0012,188.0
