tick,lane,generating,fed,fedSrc,encArgmax,refArgmax,top1,encPick,refPick,pickAgree,refTop1Margin,relErrRms,serveSec
0,45,False,47141,prompt,4978,4978,True,,,,2.3195,0.000862,316.0
0,46,False,34,prompt,15,15,True,,,,1.1036,0.000811,316.0
0,47,False,510,prompt,806,806,True,,,,0.992,0.000226,316.0
0,48,False,37,prompt,15,15,True,,,,1.5464,0.003646,316.0
0,49,False,47,prompt,15,15,True,,,,0.4123,0.002199,316.0
0,50,False,20405,prompt,13,13,True,,,,1.0289,0.000325,316.0
0,51,False,510,prompt,806,806,True,,,,0.992,0.000549,316.0
0,52,False,510,prompt,806,806,True,,,,0.992,0.000295,316.0
0,53,False,3493,prompt,25841,25841,True,,,,0.1405,0.001185,316.0
0,54,False,4678,prompt,18615,18615,True,,,,1.2734,0.002288,316.0
0,55,False,510,prompt,806,806,True,,,,0.992,0.000444,316.0
0,56,False,510,prompt,806,806,True,,,,0.992,0.000352,316.0
0,57,False,1992,prompt,320,320,True,,,,0.0237,0.000519,316.0
0,58,False,26042,prompt,310,310,True,,,,0.2337,0.001354,316.0
0,59,False,510,prompt,806,806,True,,,,0.992,0.000991,316.0
0,60,False,26042,prompt,310,310,True,,,,0.2337,0.000311,316.0
0,61,False,48871,prompt,1257,1257,True,,,,0.2407,0.00247,316.0
0,62,False,510,prompt,806,806,True,,,,0.992,0.001454,316.0
0,63,False,510,prompt,806,806,True,,,,0.992,0.000556,316.0
1,0,False,1346,prompt,452,452,True,,,,0.6137,0.001909,188.0
1,1,False,434,prompt,7066,7066,True,,,,0.1388,0.002417,188.0
1,2,False,7410,prompt,310,310,True,,,,1.3388,0.002002,188.0
1,3,False,10950,prompt,671,671,True,,,,0.1338,0.000644,188.0
1,4,False,8762,prompt,310,310,True,,,,0.0931,0.003757,188.0
1,5,False,310,prompt,247,247,True,,,,0.0622,0.000835,188.0
1,6,False,273,prompt,253,253,True,,,,2.1373,0.00019,188.0
1,7,False,6150,prompt,14,14,True,,,,0.3421,0.001156,188.0
1,8,False,285,prompt,3416,3416,True,,,,1.0158,0.000265,188.0
1,9,False,21876,prompt,310,310,True,,,,0.444,0.000481,188.0
1,10,False,15078,prompt,783,783,True,,,,1.088,0.010394,188.0
1,11,False,28407,prompt,12616,12616,True,,,,0.837,0.001025,188.0
1,12,False,9513,prompt,281,281,True,,,,1.2753,0.001044,188.0
1,13,False,2791,prompt,310,310,True,,,,0.0666,0.00197,188.0
1,14,False,253,prompt,990,990,True,,,,0.3921,0.001089,188.0
1,15,False,15001,prompt,310,310,True,,,,1.2861,0.00137,188.0
1,16,False,254,prompt,781,781,True,,,,5.1631,0.000499,188.0
1,17,False,503,prompt,5086,5086,True,,,,0.0732,0.00083,188.0
1,18,False,19104,prompt,253,253,True,,,,0.1829,0.000246,188.0
1,19,False,15916,prompt,4204,4204,True,,,,2.5495,0.000749,188.0
1,20,False,11129,prompt,310,310,True,,,,0.4704,0.002186,188.0
1,21,False,8930,prompt,310,310,True,,,,0.9326,0.000564,188.0
1,22,False,1062,prompt,71,71,True,,,,0.9411,0.004623,188.0
1,23,False,13,prompt,253,253,True,,,,0.6147,0.000158,188.0
1,24,False,310,prompt,20585,20585,True,,,,3.0512,0.010183,188.0
1,25,False,15515,prompt,1388,1388,True,,,,0.1655,0.00088,188.0
1,26,False,16832,prompt,310,310,True,,,,0.7621,0.001745,188.0
1,27,False,43093,prompt,7121,7121,True,,,,0.8583,0.000327,188.0
1,28,False,12334,prompt,310,310,True,,,,1.0112,0.000933,188.0
1,29,False,8357,prompt,1981,1981,True,,,,1.0906,0.000536,188.0
1,30,False,5637,prompt,1612,1612,True,,,,0.3549,0.002129,188.0
1,31,False,19037,prompt,310,310,True,,,,1.5775,0.000586,188.0
1,32,False,35777,prompt,253,253,True,,,,1.1586,0.000253,188.0
1,33,False,273,prompt,3968,3968,True,,,,2.0953,0.000743,188.0
1,34,False,16507,prompt,310,310,True,,,,0.2156,0.001268,188.0
1,35,False,19037,prompt,310,310,True,,,,1.5775,0.001094,188.0
1,36,False,1088,prompt,13,13,True,,,,0.0489,0.000395,188.0
1,37,False,807,prompt,3622,3622,True,,,,0.4868,0.001415,188.0
1,38,False,35246,prompt,1771,1771,True,,,,1.6362,0.002332,188.0
1,39,False,20581,prompt,403,403,True,,,,0.8095,0.000819,188.0
1,40,False,685,prompt,247,247,True,,,,0.1885,0.00085,188.0
1,41,False,2593,prompt,310,310,True,,,,0.035,0.000897,188.0
1,42,False,8552,prompt,621,621,True,,,,0.075,0.001489,188.0
1,43,False,2269,prompt,1626,1626,True,,,,2.6393,0.001907,188.0
1,44,False,1711,prompt,637,637,True,,,,1.6608,0.000618,188.0
1,45,False,48158,prompt,327,327,True,,,,0.7099,0.000679,188.0
1,46,False,2969,prompt,13,13,True,,,,0.3133,0.003711,188.0
1,47,False,5101,prompt,310,310,True,,,,0.9647,0.004598,188.0
1,48,False,1205,prompt,489,489,True,,,,1.0691,0.001503,188.0
1,49,False,307,prompt,9174,9174,True,,,,3.2059,0.004337,188.0
1,50,False,3750,prompt,13,13,True,,,,0.484,0.00032,188.0
1,51,False,6253,prompt,273,273,True,,,,0.2499,0.000493,188.0
1,52,False,3711,prompt,310,310,True,,,,0.0824,0.001267,188.0
1,53,False,1103,prompt,403,403,True,,,,0.1041,0.001174,188.0
1,54,False,18615,prompt,253,253,True,,,,2.681,0.000934,188.0
1,55,False,1711,prompt,637,637,True,,,,1.6608,0.001327,188.0
1,56,False,4388,prompt,273,273,True,,,,1.8378,0.000275,188.0
1,57,False,1581,prompt,253,253,True,,,,0.8689,0.000388,188.0
1,58,False,310,prompt,253,253,True,,,,0.3198,0.000434,188.0
1,59,False,5347,prompt,273,273,True,,,,0.945,0.000315,188.0
1,60,False,275,prompt,253,253,True,,,,1.8576,0.000868,188.0
1,61,False,1620,prompt,369,369,True,,,,0.1138,0.001549,188.0
1,62,False,1921,prompt,310,310,True,,,,0.0917,0.001515,188.0
1,63,False,19887,prompt,369,369,True,,,,0.5036,0.00048,188.0
2,0,False,452,prompt,1048,1048,True,,,,0.8454,0.002377,188.0
2,1,False,16480,prompt,272,272,True,,,,0.1364,0.005401,188.0
2,2,False,310,prompt,247,247,True,,,,0.4725,0.002059,188.0
2,3,False,6888,prompt,326,326,True,,,,1.3153,0.001912,188.0
2,4,False,11521,prompt,13,13,True,,,,0.8793,0.001913,188.0
2,5,False,3365,prompt,253,253,True,,,,0.5186,0.000458,188.0
2,6,False,253,prompt,954,954,True,,,,1.5394,0.000455,188.0
2,7,True,310,prompt,247,247,True,,,,0.3749,0.002073,188.0
2,8,False,18494,prompt,403,403,True,,,,1.3699,0.00056,188.0
2,9,False,38422,prompt,432,432,True,,,,1.7821,0.001714,188.0
2,10,False,2447,prompt,2148,2148,True,,,,2.0655,0.002907,188.0
2,11,False,310,prompt,247,247,True,,,,1.372,0.000672,188.0
2,12,False,342,prompt,247,247,True,,,,0.3175,0.00196,188.0
2,13,False,27599,prompt,387,387,True,,,,1.08,0.000479,188.0
2,14,False,5024,prompt,273,273,True,,,,2.7303,0.00028,188.0
2,15,False,310,prompt,253,253,True,,,,0.6261,0.002576,188.0
2,16,False,781,prompt,13,13,True,,,,0.0612,0.000936,188.0
2,17,False,22159,prompt,31652,31652,True,,,,1.503,0.000948,188.0
2,18,False,849,prompt,253,253,True,,,,0.7834,0.00018,188.0
2,19,False,4204,prompt,45106,45106,True,,,,6.0951,0.000596,188.0
2,20,False,41725,prompt,369,369,True,,,,0.1105,0.000425,188.0
2,21,False,310,prompt,247,247,True,,,,1.2363,0.000341,188.0
2,22,False,11359,prompt,253,253,True,,,,0.8232,0.000975,188.0
2,23,False,1273,prompt,13,13,True,,,,1.5023,0.000794,188.0
2,24,False,20585,prompt,1677,1677,True,,,,5.342,0.002013,188.0
2,25,False,5331,prompt,3047,3047,True,,,,0.3245,0.000818,188.0
2,26,False,359,prompt,897,897,True,,,,0.3654,0.002201,188.0
2,27,False,310,prompt,253,253,True,,,,0.5025,0.0004,188.0
2,28,False,1057,prompt,417,417,True,,,,3.1169,0.000875,188.0
2,29,False,476,prompt,320,320,True,,,,1.6404,0.004863,188.0
2,30,False,1708,prompt,13,13,True,,,,0.137,0.002395,188.0
2,31,True,556,prompt,1740,1740,True,,,,0.1003,0.001235,188.0
2,32,False,313,prompt,263,263,True,,,,1.2153,0.001491,188.0
2,33,False,2647,prompt,13,13,True,,,,0.4908,0.001728,188.0
2,34,False,4648,prompt,253,253,True,,,,0.7455,0.000963,188.0
2,35,False,310,prompt,247,247,True,,,,0.5406,0.000835,188.0
2,36,False,22844,prompt,13,13,True,,,,0.0776,0.000336,188.0
2,37,False,310,prompt,247,247,True,,,,0.7206,0.000883,188.0
2,38,False,1771,prompt,310,310,True,,,,0.1135,0.002101,188.0
2,39,False,273,prompt,253,253,True,,,,0.3167,0.000811,188.0
2,40,False,581,prompt,4289,4289,True,,,,0.2457,0.001048,188.0
2,41,False,310,prompt,670,670,True,,,,0.2148,0.000457,188.0
2,42,False,665,prompt,310,310,True,,,,0.3738,0.000441,188.0
2,43,False,1626,prompt,310,310,True,,,,0.6732,0.000393,188.0
2,44,False,6335,prompt,369,369,True,,,,0.1869,0.001199,188.0
2,45,False,984,prompt,352,352,True,,,,1.2618,0.000377,188.0
2,46,False,3368,prompt,476,476,True,,,,0.4205,0.000334,188.0
2,47,True,310,prompt,253,253,True,,,,0.1123,0.001408,188.0
2,48,False,489,prompt,15198,15198,True,,,,1.5341,0.00198,188.0
2,49,False,5692,prompt,14,14,True,,,,0.2927,0.000912,188.0
2,50,False,378,prompt,13,13,True,,,,0.429,0.001062,188.0
2,51,True,12927,prompt,1666,1666,True,,,,0.0645,0.001393,188.0
2,52,False,369,prompt,3562,3562,True,,,,0.6758,0.001292,188.0
2,53,False,1056,prompt,616,616,True,,,,0.0298,0.000647,188.0
2,54,False,253,prompt,13451,13451,True,,,,2.7135,0.001211,188.0
2,55,False,637,prompt,369,369,True,,,,0.2536,0.002168,188.0
2,56,False,273,prompt,253,253,True,,,,0.4202,0.000254,188.0
2,57,False,731,prompt,281,281,True,,,,3.7859,0.001258,188.0
2,58,False,776,prompt,954,954,True,,,,0.3363,0.001242,188.0
2,59,False,2846,prompt,273,273,True,,,,1.9871,0.000339,188.0
2,60,False,253,prompt,8825,8825,True,,,,0.1097,0.000428,188.0
2,61,False,15695,prompt,3683,3683,True,,,,6.4393,0.002727,188.0
2,62,False,253,prompt,2208,2208,True,,,,0.0631,0.000306,188.0
2,63,False,6225,prompt,327,327,True,,,,0.7458,0.000319,188.0
3,0,False,1048,prompt,37730,37730,True,,,,0.1719,0.004644,188.0
3,1,False,272,prompt,285,285,True,,,,0.8271,0.001343,188.0
3,2,False,247,prompt,873,873,True,,,,0.5658,0.000977,188.0
3,3,False,247,prompt,2601,2601,True,,,,0.131,0.0015,188.0
3,4,False,327,prompt,253,253,True,,,,1.4805,0.001054,188.0
3,5,False,2329,prompt,4886,4886,True,,,,0.9401,0.00043,188.0
3,6,False,22325,prompt,4088,4088,True,,,,0.6749,0.004044,188.0
3,7,True,247,fhe,1270,1270,True,,,,0.39,0.00274,188.0
3,8,False,452,prompt,644,644,True,,,,0.1861,0.001699,188.0
3,9,False,697,prompt,1416,1416,True,,,,4.1037,0.001795,188.0
3,10,False,2148,prompt,5769,5769,True,,,,1.0166,0.000557,188.0
3,11,False,247,prompt,3159,3159,True,,,,1.1602,0.00153,188.0
3,12,False,1824,prompt,19134,19134,True,,,,3.0064,0.000848,188.0
3,13,False,672,prompt,253,253,True,,,,2.1513,0.000898,188.0
3,14,False,273,prompt,253,253,True,,,,2.3206,0.000541,188.0
3,15,False,253,prompt,1232,1232,True,,,,2.0524,0.000864,188.0
3,16,False,12572,prompt,14407,14407,True,,,,6.321,0.001269,188.0
3,17,False,31652,prompt,403,403,True,,,,0.547,0.001018,188.0
3,18,False,380,prompt,6495,6495,True,,,,0.2133,0.000833,188.0
3,19,False,45106,prompt,74,74,True,,,,4.9876,0.003527,188.0
3,20,False,369,prompt,4270,4270,True,,,,0.6829,0.000475,188.0
3,21,False,247,prompt,1355,1355,True,,,,0.3458,0.000651,188.0
3,22,False,441,prompt,5890,5890,True,,,,2.5945,0.001911,188.0
3,23,True,13,prompt,285,285,True,,,,1.1516,0.000696,188.0
3,24,False,1677,prompt,326,326,True,,,,0.1858,0.000486,188.0
3,25,False,490,prompt,12042,12042,True,,,,1.0505,0.003509,188.0
3,26,False,897,prompt,310,310,True,,,,0.7504,0.000873,188.0
3,27,False,253,prompt,954,954,True,,,,0.6843,0.001421,188.0
3,28,False,417,prompt,452,452,True,,,,0.7338,0.001623,188.0
3,29,False,3343,prompt,323,323,True,,,,0.9276,0.00091,188.0
3,30,False,13,prompt,253,253,True,,,,1.36,0.00073,188.0
3,31,True,1740,fhe,7123,7123,True,,,,1.4009,0.000762,188.0
3,32,False,1221,prompt,287,287,True,,,,0.3945,0.001551,188.0
3,33,False,2593,prompt,15,15,True,,,,0.3046,0.000479,188.0
3,34,False,14884,prompt,3752,3752,True,,,,2.1686,0.000471,188.0
3,35,False,247,prompt,4677,4677,True,,,,0.7781,0.001311,188.0
3,36,False,984,prompt,352,352,True,,,,0.2434,0.000424,188.0
3,37,False,253,prompt,1180,1180,True,,,,0.2701,0.000733,188.0
3,38,False,369,prompt,4270,4270,True,,,,0.2303,0.0007,188.0
3,39,False,253,prompt,9666,9666,True,,,,2.0967,0.000684,188.0
3,40,False,3041,prompt,952,952,True,,,,1.1126,0.000437,188.0
3,41,False,247,prompt,19542,19542,True,,,,0.075,0.001152,188.0
3,42,False,26876,prompt,369,369,True,,,,0.0837,0.002681,188.0
3,43,False,13,prompt,534,534,True,,,,0.2893,0.000553,188.0
3,44,False,574,prompt,644,644,True,,,,0.4362,0.000518,188.0
3,45,False,352,prompt,310,310,True,,,,1.4811,0.002279,188.0
3,46,False,342,prompt,247,247,True,,,,1.3387,0.004049,188.0
3,47,True,253,fhe,2603,2603,True,,,,0.3566,0.001633,188.0
3,48,False,3249,prompt,432,432,True,,,,1.4275,0.002302,188.0
3,49,False,11659,prompt,310,310,True,,,,0.4935,0.001152,188.0
3,50,False,310,prompt,247,247,True,,,,0.9961,0.000929,188.0
3,51,True,1666,fhe,968,968,True,,,,5.9148,0.001679,188.0
3,52,False,8392,prompt,407,407,True,,,,1.8272,0.00086,188.0
3,53,False,616,prompt,1211,1211,True,,,,3.2088,0.003846,188.0
3,54,False,2143,prompt,13,13,True,,,,0.5045,0.000492,188.0
3,55,False,2206,prompt,1066,1066,True,,,,1.4487,0.001981,188.0
3,56,False,436,prompt,1263,1263,True,,,,0.5695,0.000895,188.0
3,57,False,281,prompt,320,320,True,,,,1.1218,0.002003,188.0
3,58,False,954,prompt,18153,18153,True,,,,0.4003,0.00092,188.0
3,59,False,273,prompt,253,253,True,,,,2.6634,0.001015,188.0
3,60,False,17836,prompt,310,310,True,,,,0.6072,0.000508,188.0
3,61,False,3683,prompt,13,13,True,,,,0.3024,0.000864,188.0
3,62,False,8467,prompt,310,310,True,,,,1.3863,0.000785,188.0
3,63,False,327,prompt,247,247,True,,,,0.4137,0.000386,188.0
4,0,False,7799,prompt,281,281,True,,,,1.9804,0.000653,188.0
4,1,False,1180,prompt,310,310,True,,,,0.6239,0.000826,188.0
4,2,False,3389,prompt,326,326,True,,,,1.6253,0.000958,188.0
4,3,False,747,prompt,1039,1039,True,,,,0.4686,0.001274,188.0
4,4,False,247,prompt,11129,11129,True,,,,0.3547,0.001788,188.0
4,5,False,326,prompt,310,310,True,,,,0.037,0.001996,188.0
4,6,False,4088,prompt,281,281,True,,,,2.4123,0.001229,188.0
4,7,True,1270,fhe,1659,1659,True,,,,0.317,0.00078,188.0
4,8,False,271,prompt,4503,4503,True,,,,0.4529,0.004104,188.0
4,9,False,1416,prompt,432,432,True,,,,4.3287,0.000477,188.0
4,10,False,6270,prompt,434,434,True,,,,2.567,0.000775,188.0
4,11,False,3159,prompt,326,326,True,,,,2.0753,0.000592,188.0
4,12,False,594,prompt,1170,1170,True,,,,2.5555,0.000851,188.0
4,13,False,253,prompt,4376,4376,True,,,,1.2347,0.001484,188.0
4,14,False,253,prompt,9741,9741,True,,,,0.8606,0.000574,188.0
4,15,False,1232,prompt,407,407,True,,,,0.4797,0.001821,188.0
4,16,False,14407,prompt,13,13,True,,,,0.4185,0.000768,188.0
4,17,False,5431,prompt,452,452,True,,,,0.9264,0.0045,188.0
4,18,False,4033,prompt,2009,2009,True,,,,0.6252,0.002891,188.0
4,19,False,74,prompt,13,13,True,,,,0.3659,0.00111,188.0
4,20,False,4270,prompt,275,275,True,,,,0.2632,0.000648,188.0
4,21,False,5313,prompt,273,273,True,,,,5.7062,0.000643,188.0
4,22,False,5890,prompt,13,13,True,,,,0.0225,0.000773,188.0
4,23,True,285,fhe,2626,2626,True,,,,3.2186,0.000381,188.0
4,24,False,326,prompt,417,417,True,,,,1.8687,0.000856,188.0
4,25,False,12042,prompt,273,273,True,,,,1.1409,0.00107,188.0
4,26,False,3063,prompt,310,310,True,,,,0.9721,0.001571,188.0
4,27,False,20088,prompt,8281,8281,True,,,,2.9672,0.000608,188.0
4,28,False,1056,prompt,247,247,True,,,,1.0949,0.001502,188.0
4,29,False,323,prompt,247,247,True,,,,0.8979,0.000604,188.0
4,30,False,5870,prompt,574,574,True,,,,0.778,0.002509,188.0
4,31,True,7123,fhe,13,13,True,,,,0.3746,0.000262,188.0
4,32,False,1075,prompt,10,10,True,,,,0.532,0.001023,188.0
4,33,False,577,prompt,15,15,True,,,,1.7046,0.00247,188.0
4,34,False,5733,prompt,1317,1317,True,,,,4.7575,0.004925,188.0
4,35,False,5281,prompt,326,326,True,,,,0.6088,0.000482,188.0
4,36,False,273,prompt,253,253,True,,,,1.2117,0.004122,188.0
4,37,False,673,prompt,352,352,True,,,,0.7111,0.000491,188.0
4,38,False,8530,prompt,323,323,True,,,,2.0427,0.000304,188.0
4,39,False,9666,prompt,985,985,True,,,,4.5886,0.001347,188.0
4,40,False,10058,prompt,6353,6353,True,,,,0.2034,0.002706,188.0
4,41,False,638,prompt,1664,1664,True,,,,0.7975,0.002077,188.0
4,42,False,372,prompt,826,826,True,,,,0.5072,0.000228,188.0
4,43,False,36210,prompt,13,13,True,,,,1.1152,0.000447,188.0
4,44,False,247,prompt,6335,6335,True,,,,0.8929,0.000713,188.0
4,45,False,310,prompt,12006,12006,True,,,,0.4655,0.003107,188.0
4,46,False,247,prompt,1643,1643,True,,,,0.714,0.00215,188.0
4,47,True,2603,fhe,273,273,True,,,,3.1528,0.000658,188.0
4,48,False,275,prompt,767,767,True,,,,1.0064,0.000502,188.0
4,49,False,310,prompt,247,247,True,,,,0.1718,0.001308,188.0
4,50,False,417,prompt,247,247,True,,,,0.979,0.00054,188.0
4,51,True,968,fhe,403,403,True,,,,0.5836,0.000695,188.0
4,52,False,407,prompt,253,253,True,,,,0.4792,0.00035,188.0
4,53,False,1211,prompt,2739,2739,True,,,,1.7932,0.001302,188.0
4,54,False,627,prompt,369,369,True,,,,0.0048,0.001165,188.0
4,55,False,407,prompt,253,253,True,,,,0.9829,0.000374,188.0
4,56,False,2282,prompt,310,310,True,,,,3.717,0.000381,188.0
4,57,False,1263,prompt,253,253,True,,,,2.1448,0.000291,188.0
4,58,False,5667,prompt,7741,7741,True,,,,1.981,0.000377,188.0
4,59,False,6181,prompt,13,13,True,,,,0.8395,0.000633,188.0
4,60,False,310,prompt,1077,1077,True,,,,0.523,0.003547,188.0
4,61,False,604,prompt,352,352,True,,,,0.4371,0.001466,188.0
4,62,False,4453,prompt,4797,4797,True,,,,0.7167,0.00121,188.0
4,63,False,247,prompt,13599,13599,True,,,,0.1833,0.005246,188.0
5,0,False,281,prompt,2096,2096,True,,,,1.5198,0.004275,188.0
5,1,False,5981,prompt,15,15,True,,,,0.6812,0.000352,188.0
5,2,False,326,prompt,25097,25097,True,,,,0.2011,0.001894,188.0
5,3,False,3417,prompt,273,273,True,,,,3.0413,0.001332,188.0
5,4,False,2846,prompt,13,13,True,,,,2.3508,0.001408,188.0
5,5,False,310,prompt,4886,4886,True,,,,1.429,0.000829,188.0
5,6,False,281,prompt,513,513,True,,,,0.0697,0.001354,188.0
5,7,True,1659,fhe,281,281,True,,,,0.9136,0.000421,188.0
5,8,False,2363,prompt,14,14,True,,,,0.5237,0.001357,188.0
5,9,False,432,prompt,253,253,True,,,,1.4159,0.001127,188.0
5,10,False,434,prompt,15569,15569,True,,,,4.4556,0.0011,188.0
5,11,False,326,prompt,8631,8631,True,,,,1.9992,0.002369,188.0
5,12,False,1355,prompt,326,326,True,,,,0.7786,0.001478,188.0
5,13,False,5101,prompt,310,310,True,,,,0.429,0.000425,188.0
5,14,False,9741,prompt,13,13,True,,,,0.9229,0.00037,188.0
5,15,False,407,prompt,534,534,True,,,,8.1564,0.002574,188.0
5,16,False,313,prompt,1093,1093,True,,,,2.0606,0.00118,188.0
5,17,False,2186,prompt,616,616,True,,,,2.2047,0.00101,188.0
5,18,False,44954,prompt,2180,2180,True,,,,0.9152,0.00059,188.0
5,19,False,16264,prompt,247,247,True,,,,0.3552,0.000389,188.0
5,20,False,273,prompt,5534,5534,True,,,,0.0786,0.002704,188.0
5,21,False,273,prompt,2659,2659,True,,,,3.8545,0.001235,188.0
5,22,False,275,prompt,8986,8986,True,,,,0.2375,0.001401,188.0
5,23,True,2626,fhe,14,14,True,,,,0.3637,0.001716,188.0
5,24,False,417,prompt,512,512,True,,,,3.083,0.001841,188.0
5,25,False,13,prompt,659,659,True,,,,0.1269,0.00063,188.0
5,26,False,281,prompt,1616,1616,True,,,,0.0787,0.003412,188.0
5,27,False,8281,prompt,275,275,True,,,,2.291,0.002843,188.0
5,28,False,697,prompt,1211,1211,True,,,,2.5404,0.000619,188.0
5,29,False,1107,prompt,281,281,True,,,,0.5027,0.000769,188.0
5,30,False,5262,prompt,616,616,True,,,,0.49,0.002284,188.0
5,31,True,13,fhe,285,285,True,,,,1.1423,0.001622,188.0
5,32,False,2957,prompt,10,10,True,,,,2.0838,0.000622,188.0
5,33,False,2234,prompt,2426,2426,True,,,,0.4205,0.001391,188.0
5,34,False,1317,prompt,457,457,True,,,,0.5293,0.001221,188.0
5,35,False,342,prompt,1740,1740,True,,,,0.3945,0.002478,188.0
5,36,False,247,prompt,6054,6054,True,,,,1.6875,0.004496,188.0
5,37,False,253,prompt,1429,1429,True,,,,0.1237,0.002079,188.0
5,38,False,2439,prompt,253,253,True,,,,1.3119,0.001612,188.0
5,39,False,985,prompt,403,403,True,,,,1.1461,0.000767,188.0
5,40,False,32983,prompt,12922,12922,True,,,,2.4409,0.000756,188.0
5,41,False,14,prompt,1844,1844,True,,,,1.0456,0.000821,188.0
5,42,False,8481,prompt,261,261,True,,,,1.2547,0.00233,188.0
5,43,True,13,prompt,7565,7565,True,,,,0.604,0.000982,188.0
5,44,False,13624,prompt,273,273,True,,,,3.0229,0.001344,188.0
5,45,False,21259,prompt,685,685,True,,,,2.8926,0.002464,188.0
5,46,False,5253,prompt,273,273,True,,,,0.9672,0.004448,188.0
5,47,True,273,fhe,512,512,True,,,,0.925,0.000939,188.0
5,48,False,767,prompt,4948,4948,True,,,,1.9199,0.002298,188.0
5,49,False,8558,prompt,3413,3413,True,,,,0.4059,0.002395,188.0
5,50,False,247,prompt,4177,4177,True,,,,2.8065,0.000556,188.0
5,51,True,403,fhe,253,253,True,,,,1.2547,0.001834,188.0
5,52,False,1133,prompt,13,13,True,,,,0.6426,0.000263,188.0
5,53,False,2739,prompt,13,13,True,,,,0.7791,0.000411,188.0
5,54,False,369,prompt,247,247,True,,,,1.8517,0.001196,188.0
5,55,False,253,prompt,3289,3289,True,,,,0.3671,0.001775,188.0
5,56,False,310,prompt,281,281,True,,,,3.906,0.000614,188.0
5,57,False,18042,prompt,275,275,True,,,,0.4714,0.000757,188.0
5,58,False,23281,prompt,13,13,True,,,,0.3394,0.000784,188.0
5,59,False,310,prompt,7785,7785,True,,,,2.3474,0.000518,188.0
5,60,False,1900,prompt,275,275,True,,,,0.0225,0.003051,188.0
5,61,False,352,prompt,310,310,True,,,,1.839,0.002525,188.0
5,62,False,4797,prompt,310,310,True,,,,2.1446,0.001404,188.0
5,63,False,13599,prompt,13,13,True,,,,0.1997,0.000351,188.0
6,0,False,1287,prompt,247,247,True,,,,1.6202,0.001437,188.0
